place,date_created,text,hashtags,sentiment
Seattle,Wed Dec 11 01:26:25 +0000 2013,My first post for #Borinqueña! Walking the talk: creating a better climate for women in science http://t.co/1oRsHUNnh3 #WIS #WOCinSTEM,"[{'text': 'Borinqueña', 'indices': [18, 29]}, {'text': 'WIS', 'indices': [119, 123]}, {'text': 'WOCinSTEM', 'indices': [124, 134]}]",0
Buffalo Grove,Tue Jan 03 16:16:32 +0000 2017,"""Trump's decisions [on] NASA 'will be based upon solid science, not politicized science,' like climate change""

https://t.co/CyUvl4M7cY",[],-1
Seattle,Tue Jan 03 02:55:22 +0000 2017,"@deoncloete1 @SpillaneMj @AnotherWheatley @BrianBanks FYI, you're link to a lie. 52 sci's, agreed w/ warming, etc. https://t.co/I5MjRVXSmP",[],1
Seattle,Tue Jan 03 02:03:58 +0000 2017,"Packed crowd at the #Earth2Trump event on climate, social activism at Washington Hall #seattle https://t.co/9NeWzxfmId","[{'text': 'Earth2Trump', 'indices': [20, 32]}, {'text': 'seattle', 'indices': [86, 94]}]",1
Seattle,Thu Feb 02 21:03:55 +0000 2017,#NAME?,[],0
Buffalo,Thu Feb 02 20:23:33 +0000 2017,People are accepting 6 weeks of winter because a woodchuck saw his shadow but climate change isn't real either so cool,[],1
Seattle,Thu Feb 02 14:06:20 +0000 2017,"""SS Fan"". In this current political climate, this is in really poor taste for a Seahawks sticker. https://t.co/6UgcnPXBdG",[],0
Seattle,Thu Feb 02 06:35:40 +0000 2017,What can bring you closer to others? What would it take to bring Americans closer w/ our current political climate?  https://t.co/AHHD4Nropk,[],0
Seattle,Thu Feb 02 00:41:53 +0000 2017,"Big red letter day for Putin. For Russia. For Exxon. For Tillerson. For climate deniers.

Terrible, horrible, very bad day for Planet Earth.",[],1
Buffalo,Sat Mar 11 20:21:20 +0000 2017,Researchers monitor U.S. government for scrubbing of climate change data https://t.co/GdXipiP9NU via @torontostar,[],1
Seattle,Mon Apr 03 21:23:04 +0000 2017,"@AndrewWinston @bradplumer Not sure we will price carbon in the US fast enough to tackle climate. 2 tries, no price.",[],1
Seattle,Mon Apr 03 21:11:04 +0000 2017,"googling ""when will climate change kills us"" to decide if i need to save for retirement or nah",[],1
Seattle,Mon Apr 03 19:14:13 +0000 2017,Ireland don't be stupid and start putting up many visa restrictions. The current climate in the US and UK is a GIFT for your tech economy.,[],0
Seattle,Mon Apr 03 17:40:25 +0000 2017,"@SPLBuzz @seattletimes Climate change witness in a single 100 year old oak. Book launch  4/1, 7 pm at the downtown branch of the Seattle Public Library. https://t.co/T2wL7iUkh3",[],1
Seattle,Mon Apr 03 01:27:45 +0000 2017,Climate change is very real but saying stuff like this is just plain incorrect https://t.co/nKiAVH2WhX,[],1
Seattle,Thu May 04 22:35:44 +0000 2017,Queenie and I are another shot down. DRANK to celebrate the hot garbage of a political climate we're living in. #AMA https://t.co/ESlwzRcIFV,"[{'text': 'AMA', 'indices': [112, 116]}]",0
Seattle,Sat Jun 03 22:46:07 +0000 2017,"Thanks for being one of the good guys, @GovInslee https://t.co/t8w474xGtb",[],1
Seattle,Sat Jun 03 21:37:19 +0000 2017,"Long article, but well worth the read. https://t.co/qUsRwK0BiD",[],1
Seattle,Sat Jun 03 20:10:50 +0000 2017,"NYT explains the roots of the ""Fake Science"" hyperbole on climate change &amp;more. ""...it's difficult to reconcile /1 https://t.co/Vt1VVBUiXk",[],1
Seattle,Sat Jun 03 19:32:11 +0000 2017,@janesinsane I read they don't care about climate change - the just want their WALL.  bwahahahahahah.  That wall is NEVER going to be built. 1/2,[],1
Providence,Sat Jun 03 18:14:23 +0000 2017,"Hmmm, Australia is not exactly a beacon of climate leadership. Probably just grateful for somebody worse to take the heat off https://t.co/ClPzDBM1UN",[],1
Seattle,Sat Jun 03 18:08:29 +0000 2017,Of course Agt. Orange misunderstood the report. He is probably comparable to a 3rd grade reader. This man is DUMB! https://t.co/qZAnZsbA0D,[],1
Providence,Sat Jun 03 18:06:00 +0000 2017,Nice to catch up with @TimmonsRoberts in Providence and then come across this climate demo at #PVDFest2017 https://t.co/mVIU728qA3,"[{'text': 'PVDFest2017', 'indices': [94, 106]}]",1
Seattle,Sat Jun 03 17:20:55 +0000 2017,@AntonioParis @jphillips1313 @jk_rowling Pls elaborate on this insulting tweet. And get current on climate instead of promoting ignorance and your #wowsignal project #usetheforce https://t.co/0xtzhuLdLN,[],1
Seattle,Sat Jun 03 16:46:49 +0000 2017,Blame backwards ass white people who either knowingly discredit climate change for profit or are too proud to challenge these jerks https://t.co/8Neof2fCaL,[],1
Buffalo,Sat Jun 03 16:41:26 +0000 2017,When an article starts off stating that climate science is corrupt then you've already lost me. #Covfefe #Science,"[{'text': 'Covfefe', 'indices': [96, 104]}, {'text': 'Science', 'indices': [105, 113]}]",1
Seattle,Sat Jun 03 15:54:49 +0000 2017,Will I/should I have grandkids (😳) in the face of climate change. We are the problem &amp; solution. Another provocative episode of Terrestrial https://t.co/Tgeac5koA5,[],1
Seattle,Sat Jun 03 15:03:38 +0000 2017,Look at who the leader of these zombie climate deniers is.Climate deniers along with Holocaust deniers are who we must drive back into caves https://t.co/pFViOTl8Wg,[],1
Seattle,Sat Jun 03 14:35:43 +0000 2017,@GeorgeTakei They're just selectively ignoring Pittsburgh mayor's tweet. Pittsburgh will continue w/climate goals &amp; Pittsburgh didn't vote for Trump.,[],1
Seattle,Sat Jun 03 13:34:36 +0000 2017,@314action @kevaba Fortunately there's much individual cities can do to act on climate: every one needs to implement #WarmingLabels on gas pumps: @BeyondPump,[],1
Seattle,Sat Jun 03 13:03:45 +0000 2017,Paris Disagreement: Donald Trump's Triumph of Stupidity https://t.co/MRmFeROyFX #trumpclimate #ParisAgreement,"[{'text': 'trumpclimate', 'indices': [80, 93]}, {'text': 'ParisAgreement', 'indices': [94, 109]}]",1
Providence,Sat Jun 03 06:59:44 +0000 2017,"@larrymatovina @containspeanuts If Twitter can help get a man free nuggets, I hope y'all will do the same with dealing with climate change",[],1
Buffalo Grove,Sat Jun 03 03:24:19 +0000 2017,"Our president refuses to acknowledge the truth and consequences of climate change, but that doesn't mean you have to too. #ParisAgreement 🌎💞 https://t.co/Itw2GT85VV",[],1
Buffalo,Sat Jun 03 01:47:41 +0000 2017,Cc @MayorByronBrown #Climate https://t.co/3tqrHR1i1t,"[{'text': 'Climate', 'indices': [20, 28]}]",1
Seattle,Sat Jun 03 00:53:28 +0000 2017,"Do as I say, not as I do. - Bill De Blasio. https://t.co/tiglTg2UAr",[],1
Seattle,Sat Jun 03 00:27:28 +0000 2017,GOP congressman on climate change: God will 'take care of it' if it's real https://t.co/c3FnfiM9JX via @USATODAY,[],1
Seattle,Sat Jun 03 00:07:57 +0000 2017,I am so proud that my company @Amazon continues to support the #ParisClimateAgreement and action on climate change! https://t.co/XPtxrqyFIl,"[{'text': 'ParisClimateAgreement', 'indices': [63, 85]}]",1
Buffalo,Sat Jun 03 00:07:57 +0000 2017,Republican governor joins coalition to uphold Paris climate agreement https://t.co/eAnmAYEBhR,[],1
Seattle,Sat Jun 03 00:03:47 +0000 2017,"Who knows whether or not Trump believes in climate change.

We DO know he DOES believe in undoing all traces of Obama's presidency.

#Paris","[{'text': 'Paris', 'indices': [133, 139]}]",1
Seattle,Sat Jul 08 16:28:02 +0000 2017,"""Skepticism that fails to account for evidence is no virtue""

https://t.co/WHgcjwM6EL",[],1
Seattle,Sat Jul 08 06:08:05 +0000 2017,"Jan-June 2017, US experienced near-record $9 billion weather &amp; climate disasters

https://t.co/tYQkJyQIt7 

#climatereality #climatechange","[{'text': 'climatereality', 'indices': [112, 127]}, {'text': 'climatechange', 'indices': [128, 142]}]",1
Seattle,Tue Aug 15 18:18:40 +0000 2017,The reason I asked is because it’s used in the first paragraph on this “learn” page about climate science. https://t.co/6wNDAnjaBf,[],1
Seattle,Tue Aug 15 17:50:19 +0000 2017,#NAME?,[],0
Seattle,Tue Aug 15 15:26:08 +0000 2017,#NAME?,[],0
Greenwood,Tue Aug 15 02:19:12 +0000 2017,"By the way, I'm a firm believer in climate change; and (as you might imagine) I'm not the biggest fan of President Trump and his policies.",[],1
Seattle,Tue Sep 12 21:19:34 +0000 2017,@nytimes Funny how 2 Major #Hurricanes to hit U.S. mainland w/Billions in damage &amp; loss of life causes a change of heart #climate #emergency,"[{'text': 'Hurricanes', 'indices': [27, 38]}, {'text': 'climate', 'indices': [125, 133]}, {'text': 'emergency', 'indices': [134, 144]}]",1
Seattle,Tue Sep 12 17:25:55 +0000 2017,#NAME?,[],0
Buffalo,Tue Sep 12 16:58:31 +0000 2017,"Thank you Neil!  This is very relevant in our current political climate 
(pun intended) https://t.co/N0uRgzpe6A",[],1
Providence,Tue Sep 12 16:01:05 +0000 2017,"Lawsuit: #ShellOil violating #CleanWaterAct, failing to protect facilities / Providence from risks of #climatechange https://t.co/8J5cTmcaEk","[{'text': 'ShellOil', 'indices': [9, 18]}, {'text': 'CleanWaterAct', 'indices': [29, 43]}, {'text': 'climatechange', 'indices': [102, 116]}]",1
Seattle,Tue Sep 12 05:50:27 +0000 2017,When even the Catholic Church thinks you're Byzantine and anti-science… https://t.co/9umYORYw34,[],1
Seattle,Tue Sep 12 03:39:39 +0000 2017,Thank you Adam @Khanoisseur we should RT this as much as possible maybe some climate change deniers will get a clue. Seems bad for business! https://t.co/jJxqT1Yc7t,[],1
Seattle,Tue Sep 12 02:30:01 +0000 2017,#NAME?,[],0
Seattle,Sun Oct 08 19:00:48 +0000 2017,I'm committed to occupying climate change events with a pro-nuclear message. Pro-LNG and anti-science greens get ready.,[],1
Seattle,Sun Oct 08 02:12:46 +0000 2017,"@CaptianCarry @TakePart @politico The Navy needs to dock their subs without drowning sailors, so they need to know #ClimateChangeIsReal https://t.co/2lrk3HZj9Y",[],1
Seattle,Fri Nov 24 23:01:27 +0000 2017,Climate chaos: Unexpectedly strong flood receding north of Seattle https://t.co/4mAGVVVjjp via @SeattlePI,[],1
Buffalo,Fri Nov 24 06:10:00 +0000 2017,FYI: The words “breast” and “thigh” are very trigggering to me considering the current political climate.,[],0
Seattle,Thu Dec 14 23:38:54 +0000 2017,.@LEVIS clean up your supply chain and become a climate leader TODAY! https://t.co/4al7aDHwW5,[],1
Leschi,Thu Dec 14 19:39:04 +0000 2017,"Here’s the thing about everything the GOP is doing to fuck over the country, from taxes to healthcare to the internet.

If we vote in people who will actually pass laws, it can be fixed.

Climate change is totally fucked, though.",[],1
Seattle,Thu Dec 14 17:07:02 +0000 2017,"Some climate change deniers like it hot
#MoviesThatAreStupid","[{'text': 'MoviesThatAreStupid', 'indices': [40, 60]}]",1
Providence,Thu Dec 14 14:15:53 +0000 2017,"East Coast Achievement Unlocked: walked to work in the snow for the first time. I am well beyond my #climate envelope. (Also, that is fake fur don’t worry) https://t.co/YpPOlK3TEY","[{'text': 'climate', 'indices': [100, 108]}]",1
Seattle,Thu Dec 14 03:05:54 +0000 2017,"Uh, this: https://t.co/MSRyKyr27y https://t.co/qj6UPgtSDc",[],1
Seattle,Thu Dec 14 03:03:32 +0000 2017,“Human activities” is not a very specific or actionable way to describe the cause of the climate crisis.  This is.,[],1
Providence,Sun Jan 13 17:41:45 +0000 2019,#NAME?,[],0
Seattle,Sun Jan 13 06:47:31 +0000 2019,"What facilitated the improvement? Time, understanding, compassionate conservative care, PT/rehab, and yes, judicious use of opioids for months-in a collaborative relationship with a wonderful physiatrist. What would happen now innthis insane climate? https://t.co/A8OAIq5i0H",[],0
Seattle,Sun Jan 13 03:38:02 +0000 2019,#NAME?,[],0
Seattle,Fri Feb 08 21:05:39 +0000 2019,"So over half an inch of snow has fallen in Seattle in the last half an hour. Foot+ predicted. Meanwhile family in Sydney reported 104f day. Yeah, the climate is the same as always... https://t.co/PHnmStIC5z",[],1
Seattle,Fri Feb 08 19:26:38 +0000 2019,"the snowpocalypse cometh.... 

❄️🙏🏼💙😂 #seattle #snow #pnw #pacificnorthwest #weather #climate #polarvortex #snowpocalypse #snowmageddon #sledding #bringiton @ City Market https://t.co/wt8ceNqQDl","[{'text': 'seattle', 'indices': [38, 46]}, {'text': 'snow', 'indices': [47, 52]}, {'text': 'pnw', 'indices': [53, 57]}, {'text': 'pacificnorthwest', 'indices': [58, 75]}, {'text': 'weather', 'indices': [76, 84]}, {'text': 'climate', 'indices': [85, 93]}, {'text': 'polarvortex', 'indices': [94, 106]}]",1
Providence,Fri Feb 08 19:21:57 +0000 2019,#NAME?,[],0
Seattle,Fri Feb 08 18:19:10 +0000 2019,"@HotlineJosh Do you understand why we need to reduce air travel? Do you understand the threat? 

It'll poll higher and higher as more people understand the danger of climate change.

This isn't a political stance. It's a moral imperative.",[],1
Seattle,Fri Feb 08 17:19:08 +0000 2019,"@SenSanders Senator, you are promoting the biggest financial scam ever perpetrated upon human kind.  HUMANS CANNOT CONTROL THE CLIMATE•HUMANS CANNOT PREVENT CLIMATE CHANGE.",[],-1
Providence,Fri Feb 08 16:08:51 +0000 2019,Really powerful and interesting way of thinking about affecting global change towards climate - worth reading his thoughts. https://t.co/ZwOHnjyDoH,[],1
Seattle,Fri Feb 08 15:32:56 +0000 2019,"This right here. There are a thousand reasons to be skeptical of the prospects and some details of the #GreenNewDeal, but us tired old climate warriors and energy wonks need to get behind the youth and frontline communities who are fighting for a livable future. https://t.co/YqW7c6fFzS",[],1
Seattle,Fri Feb 08 13:14:34 +0000 2019,"Seattle will downzone very legal &amp; necessary rezones today. Because of concerns over parking &amp; character. During housing  &amp; climate crises.
plz call just say “Maximum rezones please”. Start with your name &amp; neighborhood &amp; be polite
12 min activity 
https://t.co/9mOLhetqiN",[],1
Seattle,Fri Feb 08 09:12:01 +0000 2019,"@thehill ""Her proposed special committee was ultimately rejected by Democratic leaders, who opted instead for a panel on climate crisis that lacks legislative &amp; subpoena power. Pelosi did not put OC on this panel."" The Democratic Establishment is still in power.",[],1
Seattle,Fri Feb 08 08:14:12 +0000 2019,"@thehill Once again, Schultz is afraid the wealthy are going to have to pay more for climate change.  This guy isn't even an Independent.  He is a Republican in Democrats clothing.",[],1
Seattle,Fri Feb 08 05:42:09 +0000 2019,#NAME?,[],0
Seattle,Fri Feb 08 04:58:36 +0000 2019,#NAME?,[],0
Seattle,Fri Feb 08 04:52:15 +0000 2019,"Nancy Pelosi has absolutely no class &amp; zero climate consciousness. Check out her dismissive attack on the #GreenNewDeal - astonishingly mean spirited and myopic. She's definitely feeling threatened.

@AOC Releases Green New Deal Outline https://t.co/JSJvghHr2P https://t.co/WoDnZwWiQA",[],1
Providence,Fri Feb 08 04:21:54 +0000 2019,When you get to hang out with a former president of the world bank and discuss climate change and pandemic outbreak preparedness 😂 @ Brown University https://t.co/WLzkXAwb2h,[],1
Seattle,Fri Feb 08 01:33:06 +0000 2019,"@SpeakerPelosi I would really appreciate you thinking about your legacy, madame speaker. Treat climate not as “an issue” for people with a “green dream” but as the crisis it is. Please, put the political capital you have into building the #GreenNewDeal into the political winner it can be.",[],1
Seattle,Wed Mar 13 18:46:56 +0000 2019,"My story, Adapting to the Anthropocene, is in the first issue of Atmos Magazine, a new magazine about climate and culture. The piece focuses on the different ways people have been forced to adapt to climate change around the world. Check it out: https://t.co/QlTjXo9XPb",[],1
Seattle,Wed Mar 13 17:44:07 +0000 2019,"@ActNow_Climate Why waste money on a hoax? Stop the propaganda promoting hysteria! Knee Jerk reaction to what you don’t understand will cause America to bankrupt. What is NORMAL for the EARTH?
https://t.co/taPDHCbRl3",[],-1
Buffalo,Wed Mar 13 17:20:20 +0000 2019,#NAME?,[],0
Seattle,Wed Mar 13 16:20:52 +0000 2019,#NAME?,[],0
Seattle,Wed Mar 13 00:28:42 +0000 2019,"Art by itself can’t, but people who are inspired to take action because they’ve seen compelling art are part of the solution. https://t.co/S59oB8lots",[],1
Seattle,Tue Apr 02 19:34:47 +0000 2019,@Robin_of_Aniara They:The climate industrial complex that can only survive if they manipulate data in ways to deceive gullible people like U into thinking U are going to die by global warming.  It’s simply job security—no AGW means no tax subsidie$ &amp; contract$ to fight a non-existent crisis.,[],1
Seattle,Tue Apr 02 11:57:40 +0000 2019,"Hey @TODAYshow &amp; @alroker, your segments on Climate Change are a perfect fit for my #ConnectedWorld class @ExplorisSchool! Thanks for keeping the news relevant for kids too! #changemakers
https://t.co/EtrCmJl9U0","[{'text': 'ConnectedWorld', 'indices': [88, 103]}]",1
Seattle,Tue Apr 02 02:00:03 +0000 2019,#NAME?,[],0
Seattle,Tue Apr 02 00:43:19 +0000 2019,"Underfunding, a climate of fear, and the potential addition of an untested citizenship question threaten to derail next year's census count. It only happens once every ten years. We have to get it right. Will you pledge today to be counted? https://t.co/tZS9ZgDEpI",[],0
Buffalo Grove,Thu May 16 21:24:40 +0000 2019,Putting it all together on our climate change projects #weare54 #tellyourstrong #pbl https://t.co/v196zSWTMU,"[{'text': 'weare54', 'indices': [55, 63]}, {'text': 'tellyourstrong', 'indices': [64, 79]}, {'text': 'pbl', 'indices': [80, 84]}]",1
Seattle,Thu May 16 20:51:36 +0000 2019,"Northwest forests are among the best in the world at absorbing carbon -- critical to confronting climate change -- yet very few certified carbon credits are available to protect them. 

King County just fixed that. Here's how 📹 https://t.co/pRs7MVoEUA",[],1
Seattle,Thu May 16 20:48:49 +0000 2019,"“If you’re not setting goals so big that you’re not sure how you’ll reach them, they’re not big enough to solve climate change” says Kate Wilson of @VailResorts #SustainableBizSummit",[],1
Seattle,Thu May 16 19:25:14 +0000 2019,"New York just temporarily blocked the Williams NESE fracked gas pipeline #StopNESE

Thx to @350 @NoNYHarborPipe &amp; many more for defending our communities+climate. Learn more about fighting fossil fuels w/people power: https://t.co/zeOPPe4LbT

https://t.co/IEtR86sEBv","[{'text': 'StopNESE', 'indices': [73, 82]}]",1
Seattle,Thu May 16 18:59:13 +0000 2019,"One thing I’ll never understand is how our government spends SO much time on the very personal issue of reproductive rights, yet so little effort on systemic issues such as poverty, climate change, gun violence, and education (among many others)",[],1
Seattle,Thu May 16 18:51:23 +0000 2019,"@angryseattle Yeeeeaaaahhhhh no. @komonews, this is trolling. If you want to hold a town hall how about “Genuine Solutions to Homelessness” or “Dealing With Climate Change in the PNW” or “Naming Our Hockey Team the Metropolitans” but this? Fuck you. https://t.co/5tP97N46bv",[],1
Seattle,Thu May 16 18:30:24 +0000 2019,"The first thing that's given me an ounce of hope. #Ice911
#ClimateChange
#GlobalWarming

https://t.co/98blgCvgro","[{'text': 'Ice911', 'indices': [50, 57]}, {'text': 'ClimateChange', 'indices': [58, 72]}, {'text': 'GlobalWarming', 'indices': [73, 87]}]",1
Seattle,Thu May 16 17:41:06 +0000 2019,#NAME?,[],0
Seattle,Thu May 16 16:53:25 +0000 2019,"🥂🥂🥂 Please
Gov Inslee just released an incredibly comprehensive, detailed plan on climate. No one else has anything close. Inslee’s also got the track record to make it credible, his record alone rebuts R lies.
Please send $1 ASAP
Thank you so much. https://t.co/iUW1HJHgnj.",[],1
Seattle,Thu May 16 14:21:44 +0000 2019,"@Crosscut This commentary reflects things I heard at the #crosscutfest panel where Republicans talked about bipartisan approaches to climate and the environment.
https://t.co/bVcdW0ejai","[{'text': 'crosscutfest', 'indices': [57, 70]}]",1
Seattle,Thu May 16 04:52:32 +0000 2019,"@GovernorKayIvey If you believe ""every life is a gift from god"", I trust that you support gun control, oppose the death penalty and seek to combat climate change, right? Surely you're not a massive hypocrite...",[],1
Seattle,Thu May 16 04:36:56 +0000 2019,"@mattrellen @GallivanScott @AdamJoy42 @smileyt22 @TodMoore3 @CtMan1 @OmartheWonder @katiD22 @taznum8 @DCMorgan1972 @LetsMakANewDeal @EBowlimg @_ZO0M @SupaReaper @grnmedina_chris @EmirSejdik @monsoon2112 @NthingInPrtculr @BryonE18 @Melxtex @PelosiSquadFive @yomomsmokemid @JustAGurLnSwedn @Bcbudinto @brinstar9 @henri_pew @WonderBitchToo @ReginaA1981 @Piatfernandez @PrgmaticPolitic @dk_stephan @1x10e6 @Darcman @ignorant_jane @PWM62 @r_e_b_1 @Craner32 @devilyonder @master_deli @CKeefeShea @Penny_J_Thomas @HBGold87 @dbnydb @Cajsa @morenverca @carogonza @DmitrysPlane @oneconnelly1 @Anootchka @rick_sl8 Biden is an institutionalist,, and as such is unable to tackle issues like Climate or dealing with the right wing.",[],1
Seattle,Thu May 16 00:21:03 +0000 2019,I got carried away and wrote a thread about my own political evolution viewed through the lens of climate catastrophe and capitalism. https://t.co/7dtF6brJLp,[],1
Seattle,Thu May 16 00:18:15 +0000 2019,"@DellaLuna @coleman_ak @seandoughtie @mikemchargue @rachelheldevans @TheAtlantic @TeresaCMosqueda @zachjcarter SO, a wild thread that started at climate change and ended at militarism and economics. Sorry about that haha. I don't listen to the show much anymore but I know that the Science Mike and Liturgists communities are full of smart tenderhearted people. Thanks for reading.",[],1
Seattle,Thu May 16 00:16:51 +0000 2019,@DellaLuna @coleman_ak @seandoughtie @mikemchargue @rachelheldevans @TheAtlantic @TeresaCMosqueda @zachjcarter I hope I've expressed myself clearly. I think about climate change a lot sometimes. Climate change is such a multi-faceted subject. I look to my Christian faith and the concrete actions of people fighting for a better world.,[],1
Seattle,Thu May 16 00:16:29 +0000 2019,"@DellaLuna @coleman_ak @seandoughtie @mikemchargue @rachelheldevans @TheAtlantic @TeresaCMosqueda @zachjcarter Thank you @mikemchargue for using your platform to raise the alarm about climate change, theexistential threat to civilization, life on this planet. This level of CO2 hasn't coincided with humans. There are so many unknowns. I don't want to roll that dice.",[],1
Seattle,Wed Jun 05 22:15:50 +0000 2019,"Wha...?!  ""If we participated in anyone else's climate debate, we will not be invited to future debates.""

Irresponsible in the face of climate disaster.  And the kind of hijinx which will disenchant voters, suppress turnout, and give Trump a shot at reelection.  @DNC @JayInslee https://t.co/9AZ7nTS2aQ",[],1
Buffalo,Wed Jun 05 17:42:39 +0000 2019,https://t.co/m8L9o4sokF,[],1
Seattle,Wed Jun 05 14:35:25 +0000 2019,I don’t care what side of the aisle you find yourself on: Global warming / climate changing is real. There’s no denying it. I think the most memorable way I learned about global warmimg was in elementary school when I learned aerosol “burns holes in the sky”,[],1
Seattle,Wed Jun 05 13:44:27 +0000 2019,#NAME?,[],0
Seattle,Wed Jun 05 13:36:42 +0000 2019,If you don’t believe in climate change and the negative impacts for our children. Listen to this podcast. https://t.co/41l7Ptun5t,[],1
Seattle,Wed Jun 05 05:12:49 +0000 2019,"@rge2001 @DrKateMarvel Two things here:
1. Long term trends have global population topping out somewhere between 9 and 12 billion.
2. On the flip side most of the grimmer predictions of the effects of climate change will kill a lot of people.",[],1
Seattle,Wed Jun 05 03:28:45 +0000 2019,"@SmutCollecter @SEMittenTransit @kchoudhu The flip side is that there’s basically zero chance we’ll hit our climate goals without them, so… 😬",[],1
Seattle,Wed Jun 05 01:11:31 +0000 2019,Check out Jay Inslee’s detailed Green New Deal https://t.co/dzqlhpxJ1e https://t.co/LeHjVe3XOF,[],1
Seattle,Thu Jul 25 23:07:58 +0000 2019,#NAME?,[],0
Providence,Thu Jul 25 21:31:24 +0000 2019,"Citizen scientists take to the streets to map the hottest places in ten U.S. cities | NOAA https://t.co/US524WHkPY 
#weather #heat #Science
https://t.co/2pjoy0pQzF",[],1
Seattle,Thu Jul 25 13:40:13 +0000 2019,I'm a scientist. Under Trump I lost my job for refusing to hide climate crisis facts | Maria Caffrey https://t.co/LlQm4uZtoK,[],1
Seattle,Sun Aug 04 23:52:58 +0000 2019,"Climate 
Guns 
Racism 

I need a President that cares about this",[],1
Seattle,Sun Aug 04 23:39:47 +0000 2019,#NAME?,[],0
Seattle,Sun Aug 04 21:59:50 +0000 2019,#NAME?,[],0
Seattle,Sun Aug 04 15:49:01 +0000 2019,The editorial board at the @baltimoresun wants @JayInslee to stay in the presidential race longer. “We need not only the comprehensiveness of Mr. Inslee’s climate vision but also the urgency he brings to the issue” https://t.co/iRxzVLxojy,[],1
Seattle,Sun Aug 04 04:38:51 +0000 2019,#NAME?,[],0
Seattle,Wed Sep 04 23:29:44 +0000 2019,"Dear candidates,

Barring a few of you, your climate advisers appear to be totally incompetent. I am available to help you guys understand basic energy concepts, free of charge!

It couldn't possibly be worse than this.

-me",[],1
Seattle,Wed Sep 04 23:20:01 +0000 2019,I don’t know how to watch the climate debate but I appreciate all your tweets,[],1
Seattle,Wed Sep 04 22:33:14 +0000 2019,Good for her! We must get rid of the filibuster to defeat the climate crisis https://t.co/gWBGZyWqs3,[],1
Seattle,Wed Sep 04 19:12:37 +0000 2019,"Since your candidency, I frequently hear public figures make statements showing they get the urgency of climate change before anything else can be accomplished https://t.co/WOmCGyVpu5",[],1
Seattle,Wed Sep 04 16:16:46 +0000 2019,"It’s critical that council members hear from i! Do u worry about housing crisis? climate crisis? 
State Environmental Policy Act is broken.
Between now &amp; Monday plz email
Abel.Pacheco@seattle.gov
Mike.OBrien@seattle.gov
Lisa.Herbold@seattle.gov
Lorena.Gonzalez@seattle.gov",[],1
Seattle,Wed Sep 04 16:10:13 +0000 2019,"Fine by me @charity4jc, but just remember, at least 2/3 of the Country find @realDonaldTrump Unstable, UnInformed, And a Bonafide World Class Liar. The Age of Imformation has turned into the Age Of Misinformation. #FactsMatter #Climate Scientists around the world... https://t.co/it6eWsA192",[],1
Seattle,Wed Sep 04 16:07:53 +0000 2019,"“Some Seattle City Council members, spurred on by urbanist advocacy groups” nope nope nope nope nope 
This is spurred by catastrophic climate change!!!!
When will we start seeing it reported accurately?
Climate emergency = we need bold action. This isn’t a pet urbanist project. https://t.co/OnN1dyUQVK",[],1
Seattle,Wed Sep 04 13:17:36 +0000 2019,"@ecotone2 @KHayhoe Hey, here’s a good chance to ask a question. I’m in a part of Seattle that voted 85% for Hillary in 2016. If Dems are supposedly the party that wants to fight climate change, why does almost every house have at least one SUV in the driveway?",[],1
Seattle,Wed Sep 04 12:28:28 +0000 2019,"It just occurred to me that people find it very easy to bitch to a candidate or their lawmakers about “doing something” about climate change.

I wonder if those same voters realize that ALL OF US have to “do something”. Don’t be lazy and pass it all off on the lawmakers. 😡",[],1
Seattle,Wed Sep 04 12:04:38 +0000 2019,"In the next hour, in his first national interview post-exit, @JayInslee will tell @NewDay what he wants to hear tonight at @CNN’s climate town hall.",[],1
Seattle,Wed Sep 04 11:56:47 +0000 2019,"Me: post-campaign life is going to be great, sleeping in, relaxing, etc.

also me: up at 4:30 am today tweeting about climate policy",[],1
Seattle,Wed Sep 04 11:40:17 +0000 2019,"An arms race I can get behind.

In her new plan, @KamalaHarris adopts @JayInslee’s climate pollution fee. https://t.co/xLSmdNPMhs",[],1
Seattle,Wed Sep 04 07:40:28 +0000 2019,"Climate change stage: we're actually studying the ""there are no bad ideas in brainstorming"" ideas https://t.co/kWD4JlGcjo",[],1
Seattle,Wed Sep 04 01:23:12 +0000 2019,"This is good climate twitter content. Sassy + smart. Invest now! 

https://t.co/8H5IpmFU0b https://t.co/ecuQZksN6h",[],1
Buffalo,Wed Sep 04 01:03:51 +0000 2019,And the first to warn about “Universe Climate Change”! (Those damn Solar Flare Ejections) https://t.co/5oQiuMwkeB,[],1
Seattle,Wed Sep 04 00:17:45 +0000 2019,"Climate leadership coupled with a commitment to bold, urgent action from @ewarren. This is the stuff defeating the climate crisis is made of! https://t.co/FManbLApNe",[],1
Seattle,Wed Sep 04 00:14:49 +0000 2019,"This is an incredibly smart move by @ewarren to embrace and extend @JayInslee's climate change plan!

This feeling I'm experiencing? Hope. Hope for the first time since November 2016 that we can turn things around. Hope for our future. https://t.co/wEg11MCQpS",[],1
Seattle,Sun Oct 27 21:38:51 +0000 2019,"It gets worse every year and yet climate change is still a hoax to a vast swath of the country.
https://t.co/8LRR7QZRHr",[],1
Seattle,Sun Oct 27 19:21:28 +0000 2019,@logodaedalus This climate disaster brought to you by the letter C and willful ignorance.,[],1
